username,poster_id,gender,time,content
赖床的小瑄瑄,3798887887,f,02-11,啥？明明都7天了
赖床的小瑄瑄,3798887887,f,02-11,我婆婆真是技能满分，今晚给我俩分别剪了头，还都不难看～  
赖床的小瑄瑄,3798887887,f,02-11,有时候要被父母气死……疫情刚爆出来就打电话提醒他们买口罩我妈说：武汉离我们太遥远了，再说啥病毒到咱家这不得冻死啊……年前：花了99给她们买了50个一次性口罩我妈：这口罩就应该几毛钱一片我说：你们天天去药店问问有没有新进的，两口子天天去鸡西大学和超市遛弯也没问……到了现在，我在网 ...
赖床的小瑄瑄,3798887887,f,02-10,看头发我大概有45岁了……这样发展下去感觉可以在5年之内实现满头白发……要是能退休就好了 
赖床的小瑄瑄,3798887887,f,02-09,终于知道为啥我妈都要去菜场自己挑肉了……模特图和买家秀差距也太大了……还没法退货……买的鸡蛋也碎了6个 
赖床的小瑄瑄,3798887887,f,02-09,啊我又活过来了……椰子实在太好喝了……水果实在太好吃了……在家办公一周真是弹尽粮绝，连平时最讨厌都苹果都变得好吃了～ 
赖床的小瑄瑄,3798887887,f,02-08,突然好想吃蛋黄派……好多年不吃都忘了啥味了，只记得蛋糕有点渣渣的 
赖床的小瑄瑄,3798887887,f,02-08,火锅底料煮一切……这样看来做饭也不是很难 
赖床的小瑄瑄,3798887887,f,02-07,女人呀，就怕闲下来……周五终于和工作告一段落，吃了奥利奥丹麦曲奇酸奶薯片，还发现了博哥曾经有一个叫lily的绯闻女友 
赖床的小瑄瑄,3798887887,f,02-05,感谢多点小哥为我送来10个口罩……家里的口罩数终于有增量了……在家办公的第三天，一天比一天忙，发完这条继续工作……看哥哥姐姐们都在家琢磨做各种花样蒸馒头烙饼，我连吃口饭的时间都是挤出来的……太难了…… 
赖床的小瑄瑄,3798887887,f,02-03,背对背办公的第一天，腰疼…… 
赖床的小瑄瑄,3798887887,f,02-03,果然克服对一件事的恐惧的最好方式就是去做它……在家办公的第一天体验良好，规律的一日三餐，中午能躺床上睡个午觉，节约了上下班地铁上的时间～新的一年，希望能成为一只更好的社畜～ 
赖床的小瑄瑄,3798887887,f,02-03,明天就要开始上班，今晚不到12点就放下手机躺下了，躺到现在一直焦虑得睡不着，想起年前工作中的一个个烂摊子还要收拾……又要每天接受脑力，体力的双重煎熬……打开微信看到同事们在群里都一样焦虑到想远程离职，自己还稍微安心了点。真是一起比惨，痛苦减半…… 
赖床的小瑄瑄,3798887887,f,01-29,//://:天哪//:可怕//: ……太狡猾了吧//:？？害能隐身//://:……//: 什么诡异病毒！//:¿¿¿这病毒的反侦查能力是不是有点//:我日……//:？？？怎么这次这？
赖床的小瑄瑄,3798887887,f,01-29,小城市的痛苦……当初还立了flag，上班后一定要坐飞机回家，再也不坐火车了
赖床的小瑄瑄,3798887887,f,01-27,我是真的宅耶……就是纠结这么多好片先看哪个……4天没出门，感觉可以再待40天 
赖床的小瑄瑄,3798887887,f,01-27,房租可以延期不//://://://:有生之年！有生之年！比延长春节假期更让我震撼的消息！
赖床的小瑄瑄,3798887887,f,01-26,啊我直到今天才知道苏明哲是尔豪啊！我说怎么那么眼熟！ 
赖床的小瑄瑄,3798887887,f,01-26,啊我觉得我可以一直宅下去～ 
赖床的小瑄瑄,3798887887,f,01-25,第一个木有饺子🥟的新年……第一次在过年期间吃的这么绿色又健康 
赖床的小瑄瑄,3798887887,f,01-25,新年“鼠”我最棒！我在集卡鸿运包里开出了 送我的【2.58元】红包~领到就是福气！愿2020年大家都能收获“鼠”不清的快乐，“鼠”不完的钞票 ~ ，赞我沾喜气哦~  
赖床的小瑄瑄,3798887887,f,01-24,//:转发微博
赖床的小瑄瑄,3798887887,f,01-21,今天决定过年不回家了，这退票费……心好痛…… 
赖床的小瑄瑄,3798887887,f,01-21, ，好运一整年！我收到了  送我的，喜欢这份特别的礼物~集齐6种开运卡，除夕瓜分1亿红包！想要？一起来玩呀~ 戳 &gt;&gt;  
赖床的小瑄瑄,3798887887,f,01-20,回到家看到博哥爸比买了好多口罩送过来，父母在身边真的是太幸福了～ 
赖床的小瑄瑄,3798887887,f,01-20,我不想去上班……
赖床的小瑄瑄,3798887887,f,01-20,武汉太可怕了……开启泡脚养生的日常～ 
赖床的小瑄瑄,3798887887,f,01-19,可太惨了……为了给博哥过生日在顺义多住了一晚，早上六点多出门上班，走了一大半，发现忘了带眼镜根本无法正常工作……又返回去拿眼镜……现在刚回到最开始发现没带眼镜的那站…… 
赖床的小瑄瑄,3798887887,f,01-18,上海之旅结束保守派吃货们到了上海依然坚持海底捞ktv真的是暴露年龄的绝佳场所感觉上海吃饭比北京还贵一些…… 
赖床的小瑄瑄,3798887887,f,01-18,小年，出差回来直接来博哥家，有饺子🥟吃好幸福～ 
赖床的小瑄瑄,3798887887,f,01-15, ，好运一整年！我收到了  送我的，喜欢这份特别的礼物~集齐6种开运卡，除夕瓜分1亿红包！想要？一起来玩呀~ 戳 &gt;&gt;  
赖床的小瑄瑄,3798887887,f,01-14,mmp年前还要去上海出差……日了狗了我不想去啊啊啊我不喜欢上海嘤嘤嘤……没有暖气怎么活 
赖床的小瑄瑄,3798887887,f,01-12,每年买完糕点就觉得离过年很近啦！ 
赖床的小瑄瑄,3798887887,f,01-11,胜负餐厅的海鲜炒面太🉑了！ 
赖床的小瑄瑄,3798887887,f,01-11,翻转开运卡，马上有红包！我刚刚获得了 送出的现金红包。集齐6种开运卡，除夕瓜分1亿红包！一起来玩呀~ 戳此 &gt;&gt;  
赖床的小瑄瑄,3798887887,f,01-07,这怕是我司的广告吧
赖床的小瑄瑄,3798887887,f,01-05,巴蜀王婆大虾可太好吃辽，离公司这么近我居然才知道！ 
赖床的小瑄瑄,3798887887,f,01-05,根本算不明白…… 
赖床的小瑄瑄,3798887887,f,01-05,想到马上就要经历过年回家的各种劝酒就头疼……不过如果你自己坚持不喝，也没人能给你灌进去……
赖床的小瑄瑄,3798887887,f,01-04,每次健身回来，食欲都惊人地好…… 
赖床的小瑄瑄,3798887887,f,01-04,按电影评分从高到底排序，看了下辛德勒的名单，发现自己还是适合看无脑喜剧，这种太政治正确的电影看起来完全不减压～ 
赖床的小瑄瑄,3798887887,f,01-03,我本人……
赖床的小瑄瑄,3798887887,f,01-02,试用期通过啦～成为一名正式社畜～ 
赖床的小瑄瑄,3798887887,f,01-02,//:我没有心//:我要小心心//:我也要！//:我要！//:好可爱！//:🧡//:🧡  //:🧡
赖床的小瑄瑄,3798887887,f,01-02,元旦大半夜拉着博哥定年度okr（我神经…）自己blabla说了一堆：工作上我要……生活上我要……问博哥：你希望我成为一个什么样的人呀？博哥：我就希望你开开心心的～好暖呀 
赖床的小瑄瑄,3798887887,f,01-01,新年第一餐是部队火锅，第二餐是自热小火锅，满满热量的一天 
赖床的小瑄瑄,3798887887,f,01-01,新年早上起床，给自己爸妈和博哥爸妈各发了两千块红包，买了年后回来的票，交了房租，2020年一开头就要吃土为生了～  
赖床的小瑄瑄,3798887887,f,2019-12-31,我司也有年度报告了真正实现：上班有七个半小时在聊天  
赖床的小瑄瑄,3798887887,f,2019-12-30,不熟的人1真的是……
赖床的小瑄瑄,3798887887,f,2019-12-30,半个喜剧也太好看了吧！感觉被戳中了，有人生在天上，有人生在泥里，户口工作房子，每一样人家生来就有的东西都要你拿996来换……  
赖床的小瑄瑄,3798887887,f,2019-12-28,博哥妈妈：这周末要不要给你们买点菜？我：不用啦，我们煮火锅吃博哥妈妈：那我给你们买点能煮的回家一翻冰箱真是感动哭辽，我也太幸福了吧～  
赖床的小瑄瑄,3798887887,f,2019-12-26,哭了//://:是的//:学识和阅历的不够能够引发错误的连锁反应 甚至是不间断且不可控的
赖床的小瑄瑄,3798887887,f,2019-12-25,吃健康餐的第三天，鱼肉真的太难吃了……吃完整个人都是透心凉的……  
赖床的小瑄瑄,3798887887,f,2019-12-23,2019年我的微博人设是“《不睡很牛X》亚军”。快来鉴定你的微博人设吧！  
赖床的小瑄瑄,3798887887,f,2019-12-22,冬至，吃饺子～  
赖床的小瑄瑄,3798887887,f,2019-12-22,看了三个菜谱后搞混了，一个青椒炒鸡蛋放了盐，生抽，鸡精，十三香，太咸辽……但这次买的草莓真的是有生之年吃过最甜的了，想买些邮给老妈但感觉草莓寄到家里就变成冰坨坨了吧……  
赖床的小瑄瑄,3798887887,f,2019-12-21,满街都是圣诞的氛围～  
赖床的小瑄瑄,3798887887,f,2019-12-19,中午健康餐，晚上emmm……  
赖床的小瑄瑄,3798887887,f,2019-12-17,每天的理财收益够给自己点个盖饭了哈哈，有种即使啥也不干也不会再饿死了的安全感……编辑过程中想到了还要交房租mmp  
赖床的小瑄瑄,3798887887,f,2019-12-16,自己唱了一遍字母歌，居然和小星星真的是一首！//:啥？！//:哈利路亚和爱我中华也是同一首曲子哦 陈奕迅的淘汰和周杰伦的明明就也是一首曲子哦//:等等 字母歌和小星星居然是同一首吗！！！
赖床的小瑄瑄,3798887887,f,2019-12-15,食肉星人开始尝试吃各种蔬菜：上海青……一般难吃……感觉还是有一丢丢苦  
赖床的小瑄瑄,3798887887,f,2019-12-15,厨艺略涨～[加油]  
赖床的小瑄瑄,3798887887,f,2019-12-14,每天一杯奶，强壮中国人～[加油]  
赖床的小瑄瑄,3798887887,f,2019-12-12,腾讯视频太垃圾了吧，充了50看6集，右上角明明有tv投屏的标，一投就说失败。就算不允许投，你也给个提示啊，连接失败是什么鬼……  
赖床的小瑄瑄,3798887887,f,2019-12-05,我最喜爱的剧星正在参加微博“百位优秀剧星”评选！2019年度“百位优秀剧星”入围名单由你决定，快和我一起为ta加持助力吧，更多活动资讯关注  【戳下方即可参与投票！】 
赖床的小瑄瑄,3798887887,f,2019-12-02,如果我能活到100岁，就工作30年，然后退休后玩45年！也太开心了吧！人生最重要的还是要活的久啊！  
赖床的小瑄瑄,3798887887,f,2019-11-29,妈耶即将完成8次分离……
赖床的小瑄瑄,3798887887,f,2019-11-24,因为周末有工作，一直带着担心情绪在玩，下午四点突然意识到再不工作就搞不完了，掏出电脑开始工作后，所有的担心和焦虑都没了，心里只觉得踏实……我滴妈呀，真的是完全被我司洗脑了……  
赖床的小瑄瑄,3798887887,f,2019-11-24,睡懒觉可太爽了……之前一直觉得周末好短暂早早就起来玩手机试图拓展周末的长度……突然发现懒觉起来的满足感更高～  
赖床的小瑄瑄,3798887887,f,2019-11-23,我本人……//:电池坏了充不进电咋办//://:+1！//: 
赖床的小瑄瑄,3798887887,f,2019-11-22,每一次动摇后，又觉得自己可以留下来再试试的动力，大概就是：你发现你mentor对你的成长规划比你自己更清楚更明确……感恩～  
赖床的小瑄瑄,3798887887,f,2019-11-22,妈耶……活着本身就已经很幸运了系列……
赖床的小瑄瑄,3798887887,f,2019-11-17,人生第一次提取公积金，每个月往我的小本本上加钱是最开心的了～感觉自己潜意识里就觉得：手里的钱越多，离职后就能活下去越久，自己就有了退路……  
赖床的小瑄瑄,3798887887,f,2019-11-17,昨晚居然又开始噩梦梦高考……梦见还有俩月高考了但我全都忘了，决定每天12点睡5点起开始准备……然后闹钟响了，意识到原来我已经走过来这么多年了啊，长舒一口气……虽然要上班，但不用高考了啊好开心哈哈  
赖床的小瑄瑄,3798887887,f,2019-11-17,周天上班的心情真是比上坟都难受……  
赖床的小瑄瑄,3798887887,f,2019-11-14,已经明显感觉到了
赖床的小瑄瑄,3798887887,f,2019-11-13,我滴妈呀看哭了……
赖床的小瑄瑄,3798887887,f,2019-11-11, 真的太垃圾了……把淘宝该买的买完，0：13想着来京东买个吸尘器，到货快，连试了6次都没支付成功，等了一会儿再去支付，只用支付15块钱？我想卧槽系统bug了呀，赶紧付15走人，然后提示该笔订单已支付，订单详情让你去支付，一付就说已支付，所以我到底付没付mmp太难了……  
赖床的小瑄瑄,3798887887,f,2019-11-10,周末过完辽，久违的双休，下周只用上5天班！开心！  
赖床的小瑄瑄,3798887887,f,2019-11-09,刚看图：卧槽一年20天护理假赚了赚了……看完评论：算了算了……
赖床的小瑄瑄,3798887887,f,2019-11-09,昨晚看了奇葩说第三季，被詹青云疯狂圈粉，每句话都说到我心里了。但，道理我都懂……双十一的购物车还是……十一月是攒不下钱了  
赖床的小瑄瑄,3798887887,f,2019-11-07,趁上厕所间歇刷两下淘宝感觉有好多想买的呀，这周末双休一定要把规则研究的明明白白的～  
赖床的小瑄瑄,3798887887,f,2019-11-07,男票工资全打给我，然后我付房租
赖床的小瑄瑄,3798887887,f,2019-11-07,本来很期待能早点生个宝宝，体验下为人母的感觉的。这两天又真真切切的体会到“上有老”的压力，父母真的是到了需要我们照顾的年纪了呀，什么搞不懂都要来问你，心累……其实知道自己做这些跟父母为我付出的比算不了什么，但被工作和原生家庭夹击已经快受不了了，“下有小”还是再往后推推吧……  ...
赖床的小瑄瑄,3798887887,f,2019-11-05,刚听台湾同事说，他没法用花呗
赖床的小瑄瑄,3798887887,f,2019-11-05,昨晚翻遍自己的朋友圈和微博看这些年都吃过什么好吃的，去过哪里好玩的，爸妈只来两天，我列出的想带他们去吃的地方根本吃不完  
赖床的小瑄瑄,3798887887,f,2019-11-03,今天是北马的日子呀～  
赖床的小瑄瑄,3798887887,f,2019-11-03,每个小周的周天，刷朋友圈都怀疑人生，今天不是上班么？怎么大家都在浪  
赖床的小瑄瑄,3798887887,f,2019-11-03,工作4个月了，还是只要手机一响就慌到不行……  
赖床的小瑄瑄,3798887887,f,2019-11-03,看完了少年的你，虽然有点没看懂，也确实有一点像白夜行，但易烊千玺真的好帅啊以前只是觉得他跳舞的时候帅，这次看电影真是完全被他声音和颜值圈粉了，演技也完全不弱好嘛，虽然算不上老戏骨级别，但真的完全不会出戏，路人转粉  
赖床的小瑄瑄,3798887887,f,2019-11-02,西安出差，一方面觉得公司有钱让我们出去调研去真实的了解用户是一个难得的机会，另一方面又觉得宝宝好累啊……矛盾精本人！  
赖床的小瑄瑄,3798887887,f,2019-11-02,成功达成连续工作14天的成就，最近30天只休了3天，压力大就疯狂想吃夜宵，疯狂长痘，脸色蜡黄，下周开始要好好调整一下呀……  
赖床的小瑄瑄,3798887887,f,2019-10-24,请病假的时候，就和路边的小黄狗一样悠闲  
赖床的小瑄瑄,3798887887,f,2019-10-22,消除所有负能量！
赖床的小瑄瑄,3798887887,f,2019-10-20,周天上班的路真的好孤独……  
赖床的小瑄瑄,3798887887,f,2019-10-19,两只加班🐶的周末……唯一的放松是去健身房跳了40min搏击操还去超市买了零食，发现了除了面之外我应该也能做熟的东西，下次休息试试～  
赖床的小瑄瑄,3798887887,f,2019-10-18,来爱康体检也是有等级划分的……蓝色普通，紫色大客户，橙色（阿里爸爸）……拿橙色本子护士直接把你带到第一个检……紫色本子可以去人少的男士体检区一起……  
赖床的小瑄瑄,3798887887,f,2019-10-18,为了体检第一次这么早坐地铁……走到刷卡闸机那，把手机贴上去，后面的人突然伸过来一个手机也往刷卡区贴，闸机一开，我以为刷完了直接走过去，结果闸机识别的是她的手机。她就在后面嗷嗷大喊：唉你没刷卡，是我刷的卡……太傻逼了，前面人刷卡你往上贴什么手机…… 
赖床的小瑄瑄,3798887887,f,2019-10-17,明天要去体检，今晚8点以后不能吃东西……感觉我要饿死了……虽然晚饭吃了一份煲仔饭+三个骨肉相连……  
赖床的小瑄瑄,3798887887,f,2019-10-17,哈哈哈，去年买了一条超显瘦的裤子，很喜欢天天穿，今年胖了穿了没两天大腿就磨破了……寄回去让老妈给我补一下，老妈觉得我太可怜了，又给我买了两条新的，寄回来三条……  
赖床的小瑄瑄,3798887887,f,2019-10-16,以后吐槽抱怨自己工作累的时候，希望自己能记住这一晚。男票公司为了备战双十一这一周每天晚上11点开始压测后半夜2点回家，我在家里吃着小火锅看着韩剧。老妈打电话说给我寄了零食，毛袜子，问我胖没胖要不要她给我新买条裤子。当你感觉生活很轻松的时候，必定有人在为你负重前行，感恩现在的生活，自 ...
赖床的小瑄瑄,3798887887,f,2019-10-14,下班早的人做家务……我10.30到家，洗漱+洗衣服+熨完衣服，男票还差一个接口没测完俩人每天的工作时间加起来有30个小时……  
赖床的小瑄瑄,3798887887,f,2019-10-14,这周法定单休，下周公司单休，再下周双休要出差去做用户访谈，再下周还是单休……十月份只休息2天任务达成……唯一的安慰就是工资还能多一点点，双十一可以好好犒劳下自己了……  
赖床的小瑄瑄,3798887887,f,2019-10-13,天气冷的时候会感觉生活格外艰难……  
赖床的小瑄瑄,3798887887,f,2019-10-13,今天说服自己去健身房了，感觉自己超棒……然后回来的路上路过物美，本来想着买点水果……但一进门就是薯片……还搞特价，我……  
赖床的小瑄瑄,3798887887,f,2019-10-13,当初哪吒上映的时候超想去看但俩人工作都太忙了，今天在电视投屏看一半睡着了，敖丙好帅尤其是那对儿龙角看着好高级哈哈，剩下就迷迷糊糊听着一直在打仗  
赖床的小瑄瑄,3798887887,f,2019-10-13,打卡了五道口一家周五晚上都没啥人的新加坡餐厅哈哈，居然每个味道都不错  
赖床的小瑄瑄,3798887887,f,2019-10-12,哈哈哈接口qps70000压测崩了……下周还要继续压……太惨了……
赖床的小瑄瑄,3798887887,f,2019-10-12,父母吵架这种事真是烦死了，屁大点事儿两口子也能吵起来……原生家庭真的是……完全没能力帮你在大城市立足，上班以来就一直在贴补家里，他们还搞一堆乱七八糟的事让你心烦……  
赖床的小瑄瑄,3798887887,f,2019-10-11,男票这个点还在公司搞压测……真是太难了……为了攒点钱天天累死累活的……每当这个时候就觉得自己不能一个人去国企享清闲，还是要一起分担啊……  
赖床的小瑄瑄,3798887887,f,2019-10-08,十一回来之后的工作氛围和工作状态，和过年回来差不多哈哈，晕乎乎坐地铁都不知道该哪站下～  
赖床的小瑄瑄,3798887887,f,2019-10-08,昨晚刚吃了我妈给我带的苹果，海棠果和博哥他妈给我带的山楂，早上五姨又管我要地址说给我们寄好吃的，我也太幸福了吧～
赖床的小瑄瑄,3798887887,f,2019-10-07,回了趟家花了5000+，上班以后回家就是各种带礼品&amp;添置家用
赖床的小瑄瑄,3798887887,f,2019-10-07,每次觉得自己过得难，就读一遍，真是啥都不算事儿，活着本身就很幸运了～  
赖床的小瑄瑄,3798887887,f,2019-10-07,胖三斤，毕业以来已经胖5斤了，没脸说我工作辛苦……
赖床的小瑄瑄,3798887887,f,2019-10-07,到家啦，继续靠外卖生存～  
赖床的小瑄瑄,3798887887,f,2019-10-07,转发微博
赖床的小瑄瑄,3798887887,f,2019-10-06,在家吃吃吃的日子结束了，回去继续搬砖  
赖床的小瑄瑄,3798887887,f,2019-10-04,这是我见到的最真诚的菜模，哈哈哈～   
赖床的小瑄瑄,3798887887,f,2019-10-03,来五姨家的第一顿饭，每逢佳节胖五斤  
赖床的小瑄瑄,3798887887,f,2019-10-02,回家第一顿，感觉体重要奔着110去了……  
赖床的小瑄瑄,3798887887,f,2019-10-02,带老爸老妈看电影，相遇看哭了，北京你好看乐了～  
赖床的小瑄瑄,3798887887,f,2019-10-02,这个十一真是把时间都扔路上了，以后坚决机票，多花2000块钱能多陪家人两天，还是值得的！  
赖床的小瑄瑄,3798887887,f,2019-10-02,东北的气温分分钟教我做人，穿着短袖回来冻成狗，今早换上卫衣加风衣外套，明天要开始穿秋裤了  
赖床的小瑄瑄,3798887887,f,2019-10-01,鄙视链底层
赖床的小瑄瑄,3798887887,f,2019-10-01,拿着买眼药水赠的眼罩上车，一拆开我就震惊了，可太丢人了……  
赖床的小瑄瑄,3798887887,f,2019-10-01,我以为我5号倒14号线20分钟就到了结果每个换乘都封站……到了鼓楼大街发现自己无路可走滴滴只能叫到豪华车还好遇到了一个小姑娘拼车分担了40的车费  
赖床的小瑄瑄,3798887887,f,2019-09-30,离开北京前的最后一餐，明天就要大包小裹地回家了～  
赖床的小瑄瑄,3798887887,f,2019-09-30,今日的小惊喜：8.30提交的房补证明，这个月发了从8.1-9.30的房补，意外的收获超开心！  
赖床的小瑄瑄,3798887887,f,2019-09-30,晚上收到来自mentor的电话安慰，初入职场有人愿意带你成长真的是一件超级幸福的事啊，愿自己不负所望，对得起自己，也对得起关心帮助我的所有人～睡觉啦，晚安～  
赖床的小瑄瑄,3798887887,f,2019-09-29,脸皮薄和玻璃心的毛病到现在也没改多少，以前上学时候被老师说一句能哭大半天，现在上了班也控制不了自己的情绪，真是服了自己。还好每次不管多难受都有正能量小天使的陪伴，如果有个人在过去的1051天里，每天都用满满的正能量来浇灌你，那就嫁了吧  
赖床的小瑄瑄,3798887887,f,2019-09-28,每一个要上班的周天，前一天晚上都忍不住买买买，想到这是一个没有双倍工资的周天有点难过，但一想到大家也都上班就啊哈哈哈哈平衡多了  
赖床的小瑄瑄,3798887887,f,2019-09-28,又是一个吃面的周末，感觉即将达成2019年没开过火的成就……  
赖床的小瑄瑄,3798887887,f,2019-09-28,不管是午觉还是晚觉，但凡睡觉就必梦到工作，醒来比睡着时更累，可咋办十一要好好调整下了～  
赖床的小瑄瑄,3798887887,f,2019-09-28,从今天开始我就什么快递都收不到了  
赖床的小瑄瑄,3798887887,f,2019-09-28,写完周报，一身轻松！周六早上6.45爬起来写周报，每天都离社畜更近一点  
赖床的小瑄瑄,3798887887,f,2019-09-28,p8也太爽了吧哈哈哈//:主要还是看每个人追求的生活状态吧。。//:这个拳法思路不错……//:全文没有体会到一点“爱”、“感情”和“相互理解”，感觉这个男人的存在就是给钱，让全家过上饭来伸手衣来张口的生活，好像这个男人就是一张能偶尔过过性生活的饭票
赖床的小瑄瑄,3798887887,f,2019-09-27,在马路边边看某只程序员在线回滚  
赖床的小瑄瑄,3798887887,f,2019-09-26,活到100岁！
赖床的小瑄瑄,3798887887,f,2019-09-26,2.4//:1，4
赖床的小瑄瑄,3798887887,f,2019-09-24,好讨厌这几天的自己哦姨妈前夕，情绪超级不稳定，在微博看个婚礼能看哭了，工作一忙就焦虑得不行，一宿脑子里都在想方案，有时候想不出来急醒了，有时候想出来了开心醒了，眼睛看屏幕看的巨疼，点了三次眼药水还是疼……下班跟老妈打电话，她说我从参加工作以来就天天抱怨，坚持不下去就别干。回到家 ...
赖床的小瑄瑄,3798887887,f,2019-09-24,我家楼下的代收快递点，必须一次一块钱现金
赖床的小瑄瑄,3798887887,f,2019-09-22,蔡澜，被广州的同事强烈安利的店下午五点开始排队，八点多才吃上图3圆圆的看着很抹茶，其实和川贝枇杷膏一个味，图5萝卜膏大好评，今日最佳，整体还是名气大于口味了  
赖床的小瑄瑄,3798887887,f,2019-09-21,逛超市好多人排队，刷了十分钟微博抬头看一眼男票在看啥，我输了我是学渣……  
