username,poster_id,gender,time,content,,,,
方糖姑娘不要再做梦了,2611949092,f,2018/3/26,我们的关系多脆弱，关掉网络就再也不用联系了！ ,,,,
方糖姑娘不要再做梦了,2611949092,f,2017/11/14,分享图片 ,,,,
方糖姑娘不要再做梦了,2611949092,f,2017/11/6,美食 美食 ,,,,
方糖姑娘不要再做梦了,2611949092,f,2017/10/30,太难得收拾自己一次了！ ,,,,
方糖姑娘不要再做梦了,2611949092,f,2017/10/29,来来来！塑料花姐妹！ ,,,,
方糖姑娘不要再做梦了,2611949092,f,2017/10/6,人生总是会有很多的不如意 但是你要相信只要是你愿意等 总有一天会等到你的如意 ,,,,
方糖姑娘不要再做梦了,2611949092,f,2017/9/3,招财猫?? ?? ?? ?? ?? ,,,,
方糖姑娘不要再做梦了,2611949092,f,2017/8/7,好山好水！环境特别好！  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2017/8/1,分享图片 ,,,,
方糖姑娘不要再做梦了,2611949092,f,2017/7/15,  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2017/6/12,人生的第一次星巴克！献给了你  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2017/5/31,,,,,
方糖姑娘不要再做梦了,2611949092,f,2017/5/3,定个位  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2017/5/1,定个位 鱼太好吃了 乐山鲫鱼  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2017/3/30,有没有觉得自己已经变得面目可憎！有没有觉得人生百态！有没有看到人性的阴暗面！  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2017/3/23,人性真是经不起揣摩，越是揣摩越是觉得、最不能直视的是人心！  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2017/2/13,最深的孤独是什么 就是你在深夜 才发现你没有退路 一座城市那么大 居然没有一个你可以停靠的地方 只能盖上被子啜泣 天亮了就又是一天  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2016/10/25,萌萌哒！  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2016/9/8,巴适得板！  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2016/8/10,自己做的老板椅！  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2016/7/22,深夜里翻来覆去的辗转难眠 惶恐无助的痛哭 会不会成为你将来的坚强  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2016/7/14,有时候装了满满一肚子的话，想要诉说 。却又发现无人能懂的落寞！  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2016/7/5,好运光波  biu biu biu biu～～～。   正在接收  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2016/6/18,今天美图M4s开抢呀！  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2016/4/30,美美哒！  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2016/4/22,这一对浓眉 已经把我的颜值拉的太低了   ,,,,
方糖姑娘不要再做梦了,2611949092,f,2016/2/24,开春啦！可以穿上春装！做一个疯子般的女子了！[转发][转发][转发][转发]   . ,,,,
方糖姑娘不要再做梦了,2611949092,f,2015/12/13,我要把门牙给变过！  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2015/12/2,没有好学校 哪有好老师 教育都变味了！,,,,
方糖姑娘不要再做梦了,2611949092,f,2015/11/12,  功夫不负有心人  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2015/11/9, 生日快乐 看这天然厕所 哈哈  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2015/10/23,原本以为是部八点档 结果发现是部悲剧  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2015/9/14,在安居里捡到的 谁掉的  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2015/8/14,转发微博,,,,
方糖姑娘不要再做梦了,2611949092,f,2015/8/9,爸爸第一次抱幺儿   ,,,,
方糖姑娘不要再做梦了,2611949092,f,2015/8/2,感觉棒棒嗒！  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2015/7/21,“我一生渴望被人收藏好，妥善安放，细心保存。免我惊，免我苦，免我四下流离，免我无枝可依。”  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2015/7/11,原谅我戴眼镜 味道真的好  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2015/6/1,露下我的小板牙！6.1快乐！  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2015/5/4,哪里是满脸络腮胡子 简直是浑身的肌肉???? 好吗！  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2015/3/5,哪有那么多的我以为！不过是自讨苦吃罢了！  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2015/2/20,今年收到的红包！  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/12/29,人总是要为自己的任性买单的！哪有那么多的奋不顾身、其中的辛酸苦辣只有自己懂！  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/11/30,别为难了别人，又为难了自己！ ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/11/26,明明没有收到包裹 居然说我签收了  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/11/13,从早到晚 一天了 水都没有喝一口 过两天 我是不是会饿死 ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/11/9,    ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/9/28,  把它送人了 有想领养的请留言噢  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/9/16,起码三个月没有化妆了！  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/9/10,这高度！要我跪着熨衣服吗？  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/9/2,翻到一个旧物 感慨万千 08年 居然是六年前 初恋诶！手都没有牵过  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/8/26,good night  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/8/20,又是万岁爷！ 我长的像男的么  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/7/27,龙猫 我童年的梦想啊 终于实现了   ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/7/27,你是什么时候决定放弃的！ //:你是在什么时刻决定放弃一个人,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/7/13,味道太好吃了 把地址留下来！  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/7/11,  吃的差不多了 才发照片  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/7/8,姑娘负能量那么多 去远行吧 生活总有那么多不如意  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/7/8,中奖啦 ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/7/7,我不哭不闹 但不代表我不痛 怎么可能 说放就放下呢 真的好烦啊[崩溃][崩溃][崩溃][崩溃][崩溃]  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/7/7,一直吃 一直吃 这还过不过日子啊 不恋爱的日子原来 这么舒心  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/7/6,   就不用让我中了 哈哈,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/7/4,终于没有了牵绊 终于不用顾虑 从现在起我想干嘛就干嘛 想旅游就出发  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/7/3,爽歪歪 只是委屈了我的箱子  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/7/3,原谅我用了 香槟杯 喝红酒  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/6/27,善良是留给懂得感恩的人 而不是留给人渣 随意践踏  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/6/25,不遇几个人渣  怎能甘心出嫁 总要被伤透了心 才能甘于平凡  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/6/19,早安！起床了！  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/6/19,又是一个人住酒店 我要失眠啊  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/5/20,小店新开张！本店经营麻辣特色 味道很正喔 喜欢吃麻辣的 快快来吧 绝对不会让你失望 鸭爪 鸭翅买一盒送一盒！活动多多喔！地址在原来的爱心珠宝 现名属龙购物广场（进门左手边第四间）本店可以送货上门喔！联系方式：18716160311 我在这里: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/5/19,在这场宿醉中 20岁就悄悄的砸在了我的身上 但我好像没有做好准备 我在这里: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/5/18,今天我要过生日 必须耍高兴！20岁向我致敬吧！ 我在这里: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/5/17,    好好吃的,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/5/17,要不要到大观楼来看我们的Cospiay 在肯德基旁边喔！ 我在这里: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/5/11,小店明天开张欢迎宜宾朋友过来捧场！鸭翅 鸭脖 买一送一  我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/5/2,一整夜的闭不上眼睛 瞪着眼睛等天亮 在这样下去我可能就直接神经衰弱 连续两天没有睡觉了 好像会死掉 我在这里: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/5/1,一晚没有怎么睡着！仔细想想好像真好笑，没有一点安慰。反而是质问另一件事！还真逗！ 我在这里: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/4/30,泸州老窖原度！哦豁！他妈的遇到这样的事！今晚自己把自己喝爆！孬种有什么好在意的！就是自己SB！醉一场什么事都过去！ 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/4/29,有一天当你穿上西装成为别人的新郎 我会闭口不提曾经的疯狂 有一天我穿上婚纱成为别人的新娘 你依旧是我年轻的梦想  我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/4/23,我操！我真无语了！都是自找的！自作自受！ 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/4/18, 是皇上！我是女的 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/4/6,一直在路上！不曾忘记要远行！ 我在这里: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/3/29,我以为只要很认真地喜欢，就可以打动一个人。却原来，我只打动了我自己。 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/3/27, 服务员有待培训啊！我的七成熟变八成熟了！ 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/3/23,两个人的表情对白！怎么样！单挑啊！哇！帅哥！好喜欢啊！ 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/3/19,摸我胸的人！你淡定点嘛！ 表情太到位了！ 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/3/18, 终于吃到传说中的土豆皮了！牛排七分熟刚刚好！Ber棒的！ 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/3/5,小时候比现在勇敢 跟同桌吵架绝交可以用一块糖和好 被亲爹揍得喊娘一拿到零花钱就笑  失恋了考砸了毕个业所有人都走了就哭一鼻子没什么大不了 可现在做不到了 再没办法相信伤害过自己的人 再承受不起任何形式的离开 连哭都哭得没底气 怕吵醒人  我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/3/5,爱就是想触碰、却又收回的手 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/2/27,只是莫名其妙的哭了一场！ 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/2/26,吃高端了！吃火锅泡白开水 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/2/25,每一个人都会有一段刻骨铭心的爱情 只是最后还是没有在一起 所以有人都有过去 这段过去无从参与 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/2/18,我操！真无法用语言形容了！ 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/2/9,现在这样就像！想离开又不舍得！什么样的状态才是最好！到底应该选择什么样的人生！才算是对的！该不该坚持！ 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/2/7,就是太笨！被骗了还这么贪玩！ 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/1/30,我操！ 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/1/29,总他妈遇见混蛋！真是.......... 我在这里: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/1/23,我的午饭好难吃！ 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/1/22,好羡慕！ 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/1/18,收拾家里 发现了这个肯定是前任房主留下的 我要不要扔掉 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/1/17,吃完 就出关 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/1/12,我刚刚在 发起的活动中抢了个红包，竟然抽中新春好礼官方旗舰店红包(1件)！听说在这个红包漫天飞的季节，一不小心就能被大奖砸到，百万名车、海量手机、千万现金红包，我来啦~~！大家快来抢红包中大奖！马上抽奖： ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/1/8,  ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/1/7, 美好心情从晚餐开始！ 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/1/6, 两个大人 一个小孩 三个人就吃了四斤青蛙 一斤鳝鱼 一斤泥鳅太能吃了 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/1/5,     这个可以有,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/1/5, 全部吃光光 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/1/4,不会做饭 还是饿不死的嘛！ 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2014/1/2,逛吃 逛吃 逛吃 逛吃 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/12/30,打了个血泡！好痛 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/12/25,又喝酒了 说好戒酒的 又喝了 醉过 醉过 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/12/25,和这种自私的人在一起耍 就有种吞了苍蝇的恶心感 真是狗改不了吃屎 太恶心了 搞得我心情不好 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/12/23,一天一天又一天 无限循环 是否太过浪费青春 还来不及疯狂就已老去  我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/12/21,我想回家 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/12/21,留着看,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/12/20,虽然算不得是什么疯狂的演唱会 但至少也有明星 这个疯狂的青春就这样没了 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/12/19,一年生一次病 病一次就感觉自己要死了 已经连续几天了 这要闹那样 今天上班都一直出汗发发低烧 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/12/18,这个感冒折磨的我 很痛苦  我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/12/16,以前都不长白头发 自从上了这个班 白头发多了好多 少年白发 这是什么节奏 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/12/12,社会和生活总是不停的折腾着我！ 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/12/11,我现在的状态 装B的说 我有选择困难症 TMD说白了 还不是穷 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/12/10,一个月工资又白领了、连房租都交不上、上起有什么意思啊！火了、大爷我不干了 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/12/7, 你喝多了太恐怖了 我在这里: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/12/5,我穿着小丑华丽的外衣 在世人面前微笑 扮丑 这外套穿太久 仿佛已然是一体 其实我只是想说 我操你妈B 你他妈算个毛  我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/12/2,好吧 我遇到了一辈子都遇不到的事情  我在这里: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/12/1,每一场爱情都是一种修行 每每伤出几道伤口 总是难以愈合 直至全身布满伤痕 再也多不了一道伤 便放开了捧在手心里的爱 只是伤口愈合 便又多了一层盔甲    我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/11/29,操你妈B ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/11/29,大清早的 居然失眠了 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/11/27,. 味道Ber棒的  我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/11/26,我有个潘多拉魔盒 但里面的希望不见了 怎么也找不着了  我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/11/24,大扫除完成 心情Ber棒 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/11/23,有的爱情就像哑巴和盲人 你不说我装作看不见 阴暗的像地下室 偏偏乐在其中  我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/11/23,我要睡死在床上、不想起床、 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/11/21,上班神马的都不重要 重要的是有人送吃的 心情指数瞬间飙升 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/11/20, 爱死你了. 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/11/19,我就像根油条正在油锅里 翻滚 挣扎 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/11/16,给本宫下来、本宫要抱你！ 我在这里: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/11/16,好久的没画过这样的浓妆了有种嗨皮的感觉！ 我在这里: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/11/14,看昨晚喝酒 免费赠送的大双眼皮 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/11/13,这条路上走的太久 忘记了最初来时的初衷 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/11/12,海明威说： 这个世界很美好，值得我们为之奋斗。 我更认同后半句。 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/11/11,每个人都在教你怎么在 这个社会立足 没有人问你想不想 好像这些东西天生就应该学 就不能做自己吗 我在这里: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/11/5,烦躁 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/11/1,心情异常烦躁！想喝酒！ 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/10/30, 超哥谢了哦！ 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/10/27,   难道说的是你！,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/10/25,我在这里：睡觉了[打哈气][打哈气][打哈气] 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/10/24,呼吸都是酒味！开着会都想睡觉！ 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/10/23,我在这里：遇到贱人 我们要学会一笑而过 何必没肚量 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/10/19,人人都说我爱你 结果这个词就变成了一个代名词 只是证明曾经有这段关系而已 这句话变的不具备任何意义 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/10/15,吃斋、念佛、回归净土！ 我在这里: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/10/11,用两个字形容我现在的心情、“我操”！ 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/10/8,每次都会出现这种纠结的选择题 我在: ,,,,
方糖姑娘不要再做梦了,2611949092,f,2013/9/30,一群女汉子、女屌丝的节奏特别快！ 我在: ,,,,
